Observed	Model				Species Lambda 		Wl-corr Flux-corr.	Range
b-107_r.dat	@b107conv10			uhh	6645.064 	0	1.		1
b-107_r.dat	@b107conv10			uhh	6613.733	0	1.17		1.5
b-107_r.dat	@b107conv10			uhh	6435.004	0	1.155		1
